isin,name,nse,bse,yahoo,industry_group,industry,price,mcap_cr
INE177H01039,Godawari Power,GPIL,532734,GPIL.NS,Industrial Products,Iron & Steel Products,245.09,16496.94
INE398R01022,Syngene Intl.,SYNGENE,539268,SYNGENE.NS,Healthcare Services,"Healthcare Research, Analytics & Technology",407.25,16439.43
INE338H01029,Concord Biotech,CONCORDBIO,543960,CONCORDBIO.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1571.3,16438.34
INE168A01041,J & K Bank,J&KBANK,532209,J&KBANK.NS,Banks,Private Sector Bank,149.01,16408.72
INE299U01018,Crompton Gr. Con,CROMPTON,539876,CROMPTON.NS,Consumer Durables,Household Appliances,252,16226.65
INE05XR01022,Bharat Coking,BHARATCOAL,544678,BHARATCOAL.NS,Consumable Fuels,Coal,34.81,16211.02
INE04I401011,KPIT Technologi.,KPITTECH,542651,KPITTECH.NS,IT - Software,Computers - Software & Consulting,589.3,16155.29
INE901L01018,Alembic Pharma,APLLTD,533573,APLLTD.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,821.75,16152.57
INE258A01024,BEML Ltd,BEML,500048,BEML.NS,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,1935.4,16119.75
INE092A01019,Tata Chemicals,TATACHEM,500770,TATACHEM.NS,Chemicals & Petrochemicals,Commodity Chemicals,626.75,15967.08
INE790G01031,Shilpa Medicare,SHILPAMED,530549,SHILPAMED.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,814.95,15938.94
INE927D01051,JBM Auto,JBMA,532605,JBMA.NS,Auto Components,Auto Components & Equipments,673.95,15938.53
INE943P01029,Dr Agarwal's Hea,AGARWALEYE,544350,AGARWALEYE.NS,Healthcare Services,Hospital,500.2,15857.65
INE725A01030,Nava,NAVA,513023,NAVA.NS,Power,Power Generation,558.95,15832.54
INE686Y01026,Fine Organic,FINEORG,541557,FINEORG.NS,Chemicals & Petrochemicals,Specialty Chemicals,5159.9,15820.24
INE987B01026,Natco Pharma,NATCOPHARM,524816,NATCOPHARM.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,882.4,15804.65
INE386C01029,Astra Microwave,ASTRAMICRO,532493,ASTRAMICRO.NS,Aerospace & Defense,Aerospace & Defense,1662.2,15781.76
INE0J5401028,Honasa Consumer,HONASA,544014,HONASA.NS,Personal Products,Personal Care,481.9,15711.11
INE055A01016,A B Real Estate,ABREL,500040,ABREL.NS,Realty,"Residential, Commercial Projects",1406.3,15707.76
INE768C01028,Zydus Wellness,ZYDUSWELL,531335,ZYDUSWELL.NS,Food Products,Packaged Foods,490.8,15615.33
INE043W01024,Vijaya Diagnost.,VIJAYA,543350,VIJAYA.NS,Healthcare Services,Healthcare Service Provider,1504.4,15494.98
INE119A01028,Balrampur Chini,BALRAMCHIN,500038,BALRAMCHIN.NS,Agricultural Food & other Products,Sugar,729.35,15423.35
INE088F01024,Paradeep Phosph.,PARADEEP,543530,PARADEEP.NS,Fertilizers & Agrochemicals,Fertilizers,148.48,15419.95
INE128S01021,Five-Star Bus.Fi,FIVESTAR,543663,FIVESTAR.NS,Finance,Non Banking Financial Company (NBFC),520.95,15377.85
INE995S01015,Niva Bupa Health,NIVABUPA,544286,NIVABUPA.NS,Insurance,General Insurance,82.62,15278.37
INE151G01028,Shaily Engineer.,SHAILY,501423,SHAILY.NS,Consumer Durables,Plastic Products - Consumer,3321,15275.02
INE536H01010,CIE Automotive,CIEINDIA,532756,CIEINDIA.NS,Auto Components,Auto Components & Equipments,401.05,15214.33
INE00E101023,Bikaji Foods,BIKAJI,543653,BIKAJI.NS,Food Products,Packaged Foods,605.75,15188.36
INE732A01036,Kirl. Brothers,KIRLOSBROS,500241,KIRLOSBROS.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",1906.2,15136.93
INE05C901015,Juniper Green,JNPR,544853,JNPR.NS,Power,Power Generation,265.8,15123.98
INE704J01044,Vedanta Oil and Gas,VOGL,544782,VOGL.NS,Oil,Oil Exploration & Production,38.39,15011.98
INE288A01013,Mah. Scooters,MAHSCOOTER,500266,MAHSCOOTER.NS,Finance,Investment Company,13131,15006.85
INE12UN01015,Shadowfax Technologies,SHADOWFAX,544685,SHADOWFAX.NS,Transport Services,Logistics Solution Provider,255.39,14980.19
INE290S01011,Cartrade Tech,CARTRADE,543333,CARTRADE.NS,Retailing,E-Retail/ E-Commerce,3072.9,14907.26
INE647U01026,Clean Max Enviro,CLEANMAX,544717,CLEANMAX.NS,Power,Power Generation,1266.9,14882.42
INE818H01020,L T Foods,LTFOODS,532783,LTFOODS.NS,Agricultural Food & other Products,Other Agricultural Products,427.6,14848.54
INE01TY01017,Canara HSBC,CANHLIFE,544583,CANHLIFE.NS,Insurance,Life Insurance,155.24,14747.8
INE0Q9301021,International Gemological Instit,IGIL,544311,IGIL.NS,Commercial Services & Supplies,Diversified Commercial Services,340.6,14719.36
INE177A01018,Ingersoll-Rand,INGERRAND,500210,INGERRAND.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",4660.6,14712.58
INE228A01035,Usha Martin,USHAMART,517146,USHAMART.NS,Industrial Products,Iron & Steel Products,481.3,14667.22
INE12UR01024,Fujiyama Power,UTLSOLAR,544613,UTLSOLAR.NS,Electrical Equipment,Other Electrical Equipment,477.4,14651.49
INE034A01011,Arvind Ltd,ARVIND,500101,ARVIND.NS,Textiles & Apparels,Garments & Apparels,536.95,14607.22
INE0LCL01028,Avalon Tech,AVALON,543896,AVALON.NS,Electrical Equipment,Other Electrical Equipment,2183.8,14590.35
INE00IT01020,Milky Mist Dairy,MILKYMIST,544868,MILKYMIST.NS,Food Products,Dairy Products,189.22,14566.98
INE212S01015,Fractal Analyt.,FRACTAL,544700,FRACTAL.NS,IT - Software,Computers - Software & Consulting,846.7,14560.29
INE750C01026,Marksans Pharma,MARKSANS,524404,MARKSANS.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,321.3,14560.15
INE961O01016,Rainbow Child.,RAINBOW,543524,RAINBOW.NS,Healthcare Services,Hospital,1433.2,14556.53
INE951I01027,V-Guard Industri,VGUARD,532953,VGUARD.NS,Consumer Durables,Household Appliances,332,14505.58
INE421D01022,CCL Products,CCL,519600,CCL.NS,Agricultural Food & other Products,Tea & Coffee,1082.3,14451.73
INE482A01020,CEAT,CEATLTD,500878,CEATLTD.NS,Auto Components,Tyres & Rubber Products,3563.4,14413.99
INE00XB01019,Sedemac Mechatro,SEDEMAC,544723,SEDEMAC.NS,Auto Components,Auto Components & Equipments,3253.1,14369.11
INE1CLE01013,Vedanta Iron & Steel,VISL,544784,VISL.NS,Ferrous Metals,Iron & Steel,36.74,14366.77
INE713T01028,Apollo Micro Sys,APOLLO,540879,APOLLO.NS,Aerospace & Defense,Aerospace & Defense,384.55,14289.86
INE133E01013,Tilaknagar Inds.,TI,507205,TI.NS,Beverages,Breweries & Distilleries,575.65,14245.83
INE133A01011,JSW Dulux,JSWDULUX,500710,JSWDULUX.NS,Consumer Durables,Paints,3118.8,14203.11
INE0Z4F01028,Atlanta Electric,ATLANTAELE,544527,ATLANTAELE.NS,Electrical Equipment,Heavy Electrical Equipment,1846.9,14202.04
INE694L01019,Vedanta Power,VEDPOWER,544781,VEDPOWER.NS,Power,Power Generation,36.3,14194.71
INE126A01031,EID Parry,EIDPARRY,500125,EIDPARRY.NS,Food Products,Other Food Products,797.3,14188.41
INE930P01018,Anupam Rasayan,ANURAS,543275,ANURAS.NS,Chemicals & Petrochemicals,Specialty Chemicals,1243.7,14159.5
INE297H01019,Gallantt Ispat L,GALLANTT,532726,GALLANTT.NS,Industrial Products,Iron & Steel Products,584.4,14100.46
INE731H01025,Action Const.Eq.,ACE,532762,ACE.NS,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles,1182.2,14078.02
INE551W01018,Ujjivan Small,UJJIVANSFB,542904,UJJIVANSFB.NS,Banks,Other Bank,72.07,14043.13
INE700A01033,Jubilant Pharmo,JUBLPHARMA,530019,JUBLPHARMA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,880.35,14023.98
INE999A01023,KSB,KSB,500249,KSB.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",801.85,13955.33
INE093R01011,Lloyds Engineeri,LLOYDSENGG,539992,LLOYDSENGG.NS,Industrial Manufacturing,Industrial Products,90.05,13939.86
INE668A01016,T N Merc. Bank,TMB,543596,TMB.NS,Banks,Private Sector Bank,878.55,13911.97
INE371A01025,Graphite India,GRAPHITE,509488,GRAPHITE.NS,Industrial Products,Electrodes & Refractories,710.75,13886.32
INE00F201020,Prudent Corp.,PRUDENT,543527,PRUDENT.NS,Capital Markets,Financial Products Distributor,3353.5,13885.73
INE671H01015,Sobha,SOBHA,532784,SOBHA.NS,Realty,"Residential, Commercial Projects",1294.6,13843.52
INE410B01037,Vinati Organics,VINATIORGA,524200,VINATIORGA.NS,Chemicals & Petrochemicals,Specialty Chemicals,1329.4,13781.31
INE676A01027,Black Box,BBOX,500463,BBOX.NS,IT - Services,IT Enabled Services,775.65,13775.48
INE510A01028,Engineers India,ENGINERSIN,532178,ENGINERSIN.NS,Construction,Civil Construction,244.91,13764.98
INE545A01024,HEG,HEG,509631,HEG.NS,Industrial Products,Electrodes & Refractories,710.75,13715.88
INE065X01017,Indegene,INDGN,544172,INDGN.NS,Healthcare Services,"Healthcare Research, Analytics & Technology",567.8,13679
INE2J8701016,SKF India Indus.,SKFINDUS,544572,SKFINDUS.NS,Industrial Products,Abrasives & Bearings,2758.3,13636.47
INE418L01047,Nazara Technolo.,NAZARA,543280,NAZARA.NS,Entertainment,Digital Entertainment,354.35,13599.81
INE959A01019,Privi Speci.,PRIVISCL,530117,PRIVISCL.NS,Chemicals & Petrochemicals,Specialty Chemicals,3479.7,13592.65
INE872H01027,Lumax Auto Tech.,LUMAXTECH,532796,LUMAXTECH.NS,Auto Components,Auto Components & Equipments,1988.8,13555.2
INE109A01011,S C I,SCI,523598,SCI.NS,Transport Services,Shipping,290.55,13533.82
INE024L01027,Gravita India,GRAVITA,533282,GRAVITA.NS,Minerals & Mining,Industrial Minerals,1821.7,13445.69
INE399G01023,Ramkrishna Forg.,RKFORGE,532527,RKFORGE.NS,Auto Components,Auto Components & Equipments,737.05,13426.84
INE321T01012,DOMS Industries,DOMS,544045,DOMS.NS,Household Products,Stationary,2206.3,13389.67
INE825V01034,Vedant Fashions,MANYAVAR,543463,MANYAVAR.NS,Retailing,Speciality Retail,544.15,13221.66
INE121R01077,Amagi Media Labs,AMAGI,544679,AMAGI.NS,IT - Services,IT Enabled Services,599.85,13189.51
INE781S01027,Ventive Hospital,VENTIVE,544321,VENTIVE.NS,Leisure Services,Hotels & Resorts,564.15,13175.25
INE663A01033,Supreme Petroch.,SPLPETRO,500405,SPLPETRO.NS,Chemicals & Petrochemicals,Petrochemicals,697.8,13121.52
INE02ZQ01018,Corona Remedies,CORONA,544644,CORONA.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,2142.6,13104.16
INE011K01018,Tega Inds.,TEGA,543413,TEGA.NS,Industrial Manufacturing,Industrial Products,1743.2,13096.26
INE933B01012,Sigma Advanced System,SIGMAADV,532408,SIGMAADV.NS,Aerospace & Defense,Aerospace & Defense,688.2,13070.91
INE304W01038,Bluestone Jewel,BLUESTONE,544484,BLUESTONE.NS,Consumer Durables,"Gems, Jewellery And Watches",846.4,12928.71
INE852O01025,Aptus Value Hou.,APTUS,543335,APTUS.NS,Finance,Housing Finance Company,257.75,12908.58
INE255Z01027,E2E Networks,E2E,544783,E2E.NS,IT - Services,IT Enabled Services,621.6,12777.91
INE066P01011,Inox Wind,INOXWIND,539083,INOXWIND.NS,Electrical Equipment,Heavy Electrical Equipment,73.6,12719.83
INE869T01028,Molbio Diagnosti,MOLBIO,544866,MOLBIO.NS,Healthcare Equipment & Supplies,Medical Equipment & Supplies,1098.45,12658.54
INE0QPI01025,Sudeep Pharma,SUDEEPPHRM,544619,SUDEEPPHRM.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,1111.8,12557.63
INE824G01012,JSW Holdings,JSWHL,532642,JSWHL.NS,Finance,Investment Company,11289,12530.79
INE956G01038,Va Tech Wabag,WABAG,533269,WABAG.NS,Other Utilities,Water Supply & Management,2003.3,12504.09
INE602A01031,PCBL Chemical,PCBL,506590,PCBL.NS,Chemicals & Petrochemicals,Carbon Black,317.55,12494.4
INE481N01025,Home First Finan,HOMEFIRST,543259,HOMEFIRST.NS,Finance,Housing Finance Company,1193.7,12478.2
INE665L01035,Varroc Engineer,VARROC,541578,VARROC.NS,Auto Components,Auto Components & Equipments,814.95,12451.33
INE01IU01018,Sky Gold & Diam.,SKYGOLD,541967,SKYGOLD.NS,Consumer Durables,"Gems, Jewellery And Watches",803.5,12444.12
INE064C01022,Trident,TRIDENT,521064,TRIDENT.NS,Textiles & Apparels,Other Textile Products,24.39,12429.04
INE614B01018,Karnataka Bank,KTKBANK,532652,KTKBANK.NS,Banks,Private Sector Bank,328.3,12419.62
INE542F01020,Swan Defence,SWANDEF,533107,SWANDEF.NS,Industrial Manufacturing,Ship Building & Allied Services,2346.4,12361.34
INE780C01023,JM Financial,JMFINANCIL,523405,JMFINANCIL.NS,Finance,Holding Company,128.24,12272.05
INE491J01022,ASK Automotive,ASKAUTOLTD,544022,ASKAUTOLTD.NS,Auto Components,Auto Components & Equipments,621.15,12245.51
INE532F01054,Edelweiss.Fin.,EDELWEISS,532922,EDELWEISS.NS,Finance,Holding Company,128.68,12179.97
INE00VM01036,Manorama Indust.,MANORAMA,541974,MANORAMA.NS,Food Products,Other Food Products,1927.3,12165.58
INE807F01027,Viyash Scientific,VIYASH,512529,VIYASH.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,275.95,12139.25
INE045601023,Paras Defence,PARAS,543367,PARAS.NS,Aerospace & Defense,Aerospace & Defense,1499.6,12084.88
INE233B01017,Blue Dart Expres,BLUEDART,526612,BLUEDART.NS,Transport Services,Logistics Solution Provider,5083,12061.96
INE191H01014,PVR Inox,PVRINOX,532689,PVRINOX.NS,Entertainment,"Film Production, Distribution & Exhibition",1216.8,11948.97
INE119201023,Park Medi World,PARKHOSPS,544645,PARKHOSPS.NS,Healthcare Services,Hospital,274.55,11858.66
INE080I01025,Lloyds Enterpris,LLOYDSENT,512463,LLOYDSENT.NS,Metals & Minerals Trading,Trading - Metals,77.59,11825.55
INE09XN01023,Akums Drugs,AKUMS,544222,AKUMS.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,750,11804.55
INE683A01023,South Ind.Bank,SOUTHBANK,532218,SOUTHBANK.NS,Banks,Private Sector Bank,44.97,11773.98
INE0K9O01026,Lalithaa Jewel,LALITHAA,544879,LALITHAA.NS,,,,11749.54
INE962Y01021,Ircon Intl.,IRCON,541956,IRCON.NS,Construction,Civil Construction,124.72,11730.11
INE0CLI01024,Rategain Travel,RATEGAIN,543417,RATEGAIN.NS,IT - Software,Computers - Software & Consulting,990.05,11728.43
INE351F01018,JP Power Ven.,JPPOWER,532627,JPPOWER.NS,Power,Power Generation,17.1,11719.41
INE0NNS01018,NMDC Steel,NSLNISP,543768,NSLNISP.NS,Ferrous Metals,Iron & Steel,39.79,11660.88
INE389H01022,KEC International,KEC,532714,KEC.NS,Construction,Civil Construction,435.95,11604.99
INE0UIZ01018,Blackbuck,BLACKBUCK,544288,BLACKBUCK.NS,Transport Services,Transport Related Services,634.3,11553.78
INE112L01020,Metropolis Healt,METROPOLIS,542650,METROPOLIS.NS,Healthcare Services,Healthcare Service Provider,556.95,11550.45
INE871C01038,Avanti Feeds,AVANTIFEED,512573,AVANTIFEED.NS,Food Products,Animal Feed,847.5,11546.82
INE118D01016,Nuvoco Vistas,NUVOCO,543334,NUVOCO.NS,Cement & Cement Products,Cement & Cement Products,322.05,11502.21
INE383A01012,India Cements,INDIACEM,530005,INDIACEM.NS,Cement & Cement Products,Cement & Cement Products,370.9,11494.09
INE285K01026,Techno Elec.Engg,TECHNOE,542141,TECHNOE.NS,Construction,Civil Construction,987.45,11484
INE094J01016,UTI AMC,UTIAMC,543238,UTIAMC.NS,Capital Markets,Asset Management Company,893.05,11479.16
INE0BY001018,Jubilant Ingrev.,JUBLINGREA,543271,JUBLINGREA.NS,Chemicals & Petrochemicals,Specialty Chemicals,718.35,11441.96
INE615H01020,Titagarh Rail,TITAGARH,532966,TITAGARH.NS,Industrial Manufacturing,Railway Wagons,843.55,11360.41
INE2KCE01013,Kwality Wall's,KWIL,544622,KWIL.NS,Food Products,Dairy Products,48.35,11360.27
INE0KBH01020,Blue Jet Health,BLUEJET,544009,BLUEJET.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,596.15,11283.67
INE903U01023,SignatureGlobal,SIGNATURE,543990,SIGNATURE.NS,Realty,"Residential, Commercial Projects",795.3,11188.76
INE153T01027,BLS Internat.,BLS,540073,BLS.NS,Leisure Services,"Tour, Travel Related Services",271.29,11170.12
INE477A01020,Can Fin Homes,CANFINHOME,511196,CANFINHOME.NS,Finance,Housing Finance Company,830.45,11057.82
INE850D01014,Godrej Agrovet,GODREJAGRO,540743,GODREJAGRO.NS,Food Products,Animal Feed,574.55,11052.04
INE022Q01020,Indian Energy Ex,IEX,540750,IEX.NS,Capital Markets,Exchange and Data Platform,123.7,11030.24
INE940H01022,Pearl Global Ind,PGIL,532808,PGIL.NS,Textiles & Apparels,Garments & Apparels,2386.1,11021.53
INE002S01010,Mahanagar Gas,MGL,539957,MGL.NS,Gas,LPG/CNG/PNG/LNG Supplier,1114.2,11005.82
INE520A01027,Zensar Tech.,ZENSARTECH,504067,ZENSARTECH.NS,IT - Software,Computers - Software & Consulting,483.55,11003.42
INE540H01012,Volt.Transform.,VOLTAMP,532757,VOLTAMP.NS,Electrical Equipment,Heavy Electrical Equipment,10869.5,10996.8
INE075I01017,Health.Global,HCG,539787,HCG.NS,Healthcare Services,Hospital,725.95,10838.59
INE260D01016,Olectra Greentec,OLECTRA,532439,OLECTRA.NS,Automobiles,Passenger Cars & Utility Vehicles,1318.4,10821.52
INE573A01042,JK Tyre & Indust,JKTYRE,530007,JKTYRE.NS,Auto Components,Tyres & Rubber Products,374.7,10802.21
INE216P01012,AAVAS Financiers,AAVAS,541988,AAVAS.NS,Finance,Housing Finance Company,1355.3,10746.76
INE489L01022,IIFL Capital,IIFLCAPS,542773,IIFLCAPS.NS,Capital Markets,Stockbroking & Allied,335.65,10566.48
INE209L01016,Jupiter Wagons,JWL,533272,JWL.NS,Industrial Manufacturing,Railway Wagons,247,10556.05
INE495B01038,Suven Life Scie.,SUVEN,530239,SUVEN.NS,Healthcare Services,"Healthcare Research, Analytics & Technology",373.15,10543.83
INE14LE01019,A B Lifestyle,ABLBL,544403,ABLBL.NS,Retailing,Speciality Retail,86.12,10511.13
INE150B01039,Alkyl Amines,ALKYLAMINE,506767,ALKYLAMINE.NS,Chemicals & Petrochemicals,Specialty Chemicals,2052.7,10498.78
INE320J01015,Rites,RITES,541556,RITES.NS,Construction,Civil Construction,218.08,10481.01
INE933S01016,Indiamart Inter.,INDIAMART,542726,INDIAMART.NS,Retailing,Internet & Catalogue Retail,1742.2,10478.14
INE423Y01016,SBFC Finance,SBFC,543959,SBFC.NS,Finance,Non Banking Financial Company (NBFC),93.93,10409.39
INE385F01024,SG Mart,SGMART,512329,SGMART.NS,Metals & Minerals Trading,Trading - Metals,820.35,10339.3
INE256A01028,Zee Entertainmen,ZEEL,505537,ZEEL.NS,Entertainment,TV Broadcasting & Software Production,107.58,10333.27
INE955D01029,Genus Power,GENUSPOWER,530343,GENUSPOWER.NS,Electrical Equipment,Other Electrical Equipment,337.95,10281.88
INE101I01011,Afcons Infrastr.,AFCONS,544280,AFCONS.NS,Construction,Civil Construction,278.9,10257.51
INE02RE01045,Brainbees Solut.,FIRSTCRY,544226,FIRSTCRY.NS,Retailing,E-Retail/ E-Commerce,196.33,10250.16
INE0FOO01011,Shiprocket,SHIPROCKET,544871,SHIPROCKET.NS,Transport Services,Logistics Solution Provider,140.81,10245.02
INE0YD401026,Jain Resource,JAINREC,544537,JAINREC.NS,Diversified Metals,Diversified Metals,295.85,10209.36
INE682M01020,Jupiter Life Lin,JLHL,543980,JLHL.NS,Healthcare Services,Hospital,309.75,10154.54
INE205B01031,Elecon Engg.Co,ELECON,505700,ELECON.NS,Electrical Equipment,Heavy Electrical Equipment,451.55,10132.78
INE0SII01026,Quality Power El,QPOWER,544367,QPOWER.NS,Electrical Equipment,Heavy Electrical Equipment,1305.6,10111.1
INE1B6101010,Shreeji Ship. Gl,SHREEJISPG,544490,SHREEJISPG.NS,Transport Services,Shipping,620.55,10109.89
INE785M01021,PC Jeweller,PCJEWELLER,534809,PCJEWELLER.NS,Consumer Durables,"Gems, Jewellery And Watches",10.22,9966.68
INE050A01025,The Bombay Burmah,BBTC,501425,BBTC.NS,Food Products,Packaged Foods,1427.4,9959.24
INE183A01024,Finolex Inds.,FINPIPE,500940,FINPIPE.NS,Industrial Products,Plastic Products - Industrial,160.44,9954.93
INE136B01020,Cyient,CYIENT,532175,CYIENT.NS,IT - Services,IT Enabled Services,892.65,9921.07
INE123F01029,MMTC,MMTC,513377,MMTC.NS,Commercial Services & Supplies,Trading & Distributors,65.38,9807
INE979A01025,Saregama India,SAREGAMA,532163,SAREGAMA.NS,Entertainment,Media & Entertainment,506.55,9766.76
INE716A01013,Whirlpool India,WHIRLPOOL,500238,WHIRLPOOL.NS,Consumer Durables,Household Appliances,768.5,9750.1
INE811A01038,Kirl.Pneumatic,KIRLPNU,505283,KIRLPNU.NS,Industrial Products,"Compressors, Pumps & Diesel Engines",748.8,9728.89
INE0UOS01011,Sanofi Consumer,SANOFICONR,544250,SANOFICONR.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,4222.1,9723.76
INE726V01018,Pricol Ltd,PRICOLLTD,540293,PRICOLLTD.NS,Auto Components,Auto Components & Equipments,797.2,9716.39
INE306R01017,Intellect Design,INTELLECT,538835,INTELLECT.NS,IT - Software,Computers - Software & Consulting,691.25,9702.15
INE0Q3J01015,KRN Heat Exchan,KRN,544263,KRN.NS,Industrial Products,Other Industrial Products,1482.1,9701.6
INE854B01010,Jayaswal Neco,JAYNECOIND,522285,JAYNECOIND.NS,Industrial Products,Iron & Steel Products,99.89,9699.3
INE614G01033,Reliance Power,RPOWER,532939,RPOWER.NS,Power,Power Generation,23.45,9698.38
INE199A01012,P & G Health Ltd,PGHL,500126,PGHL.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,5828.5,9674.95
INE659A01023,Sudarshan Chem.,SUDARSCHEM,506655,SUDARSCHEM.NS,Chemicals & Petrochemicals,Dyes And Pigments,1215.1,9673.12
INE149K01016,Sandur Manganese,SANDUMA,504918,SANDUMA.NS,Ferrous Metals,Iron & Steel,198.93,9670.08
INE284A01012,Esab India,ESABINDIA,500133,ESABINDIA.NS,Industrial Products,Other Industrial Products,6210,9559.07
INE665A01038,Swan Corp,SWANCORP,503310,SWANCORP.NS,Chemicals & Petrochemicals,Petrochemicals,303.85,9524.39
INE085001019,Wework India,WEWORK,544570,WEWORK.NS,Commercial Services & Supplies,Diversified Commercial Services,682.9,9464.33
INE868B01028,NCC,NCC,500294,NCC.NS,Construction,Civil Construction,149.56,9390.07
INE131B01039,Relaxo Footwear,RELAXO,530517,RELAXO.NS,Consumer Durables,Footwear,376.6,9375.03
INE001B01026,KRBL,KRBL,530813,KRBL.NS,Agricultural Food & other Products,Other Agricultural Products,406.95,9314.67
INE202Z01029,Tsf Investments,TSFINV,,TSFINV.NS,Finance,Investment Company,417.15,9265.06
INE508G01029,Time Technoplast,TIMETECHNO,532856,TIMETECHNO.NS,Industrial Products,Plastic Products - Industrial,187.48,9254.68
INE0DD101019,Railtel Corpn.,RAILTEL,543265,RAILTEL.NS,Telecom - Services,Other Telecom Services,287.25,9218.96
INE274F01020,Westlife Food,WESTLIFE,505533,WESTLIFE.NS,Leisure Services,Restaurants,588.15,9171.39
INE280B01018,Elantas Beck,ELANTAS,500123,ELANTAS.NS,Chemicals & Petrochemicals,Specialty Chemicals,11550,9156.47
INE299N01021,Waaree Renewab.,WAAREERTL,534618,WAAREERTL.NS,Electrical Equipment,Other Electrical Equipment,875.3,9136.31
INE939A01011,Strides Pharma,STAR,532531,STAR.NS,Pharmaceuticals & Biotechnology,Pharmaceuticals,986.2,9090.07
INE0GGX23010,Powergrid Infra.,PGINVIT,543290,PGINVIT.NS,Power,Power - Transmission,99.85,9086.34
INE010J01012,Tejas Networks,TEJASNET,540595,TEJASNET.NS,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,510.45,9084.68
INE069I01010,Embassy Develop,EMBDL,532832,EMBDL.NS,Realty,"Residential, Commercial Projects",64.87,9021.04
INE176A01028,Bata India,BATAINDIA,500043,BATAINDIA.NS,Consumer Durables,Footwear,701.05,9010.42
INE594H01019,Thyrocare Tech.,THYROCARE,539871,THYROCARE.NS,Healthcare Services,Healthcare Service Provider,565.55,9001.59
INE763I01026,T R I L,TARIL,532928,TARIL.NS,Electrical Equipment,Heavy Electrical Equipment,298.65,8964.45
INE213C01025,Banco Products,BANCOINDIA,500039,BANCOINDIA.NS,Auto Components,Auto Components & Equipments,623.7,8921.24
INE386A01023,Vesuvius India,VESUVIUS,520113,VESUVIUS.NS,Industrial Products,Electrodes & Refractories,439.4,8918.1
INE717A01029,Kennametal India,KENNAMET,505890,KENNAMET.NS,Industrial Manufacturing,Industrial Products,4044.7,8889.54
INE953R01016,P N Gadgil Jewe.,PNGJL,544256,PNGJL.NS,Consumer Durables,"Gems, Jewellery And Watches",602.9,8874.84
INE483B01026,Indo Count Inds.,ICIL,521016,ICIL.NS,Textiles & Apparels,Other Textile Products,443.55,8784.7
INE227W01023,Clean Science,CLEAN,543318,CLEAN.NS,Chemicals & Petrochemicals,Specialty Chemicals,825.5,8773.62
INE063P01018,Equitas Sma. Fin,EQUITASBNK,543243,EQUITASBNK.NS,Banks,Other Bank,76.6,8762.52
INE625G01013,Welspun Enterp,WELENT,532553,WELENT.NS,Construction,Civil Construction,631.45,8740.14
INE970X01018,Lemon Tree Hotel,LEMONTREE,541233,LEMONTREE.NS,Leisure Services,Hotels & Resorts,108.33,8582.41
INE113A01013,G N F C,GNFC,500670,GNFC.NS,Chemicals & Petrochemicals,Commodity Chemicals,582.8,8563.7
INE269A01021,Sonata Software,SONATSOFTW,532221,SONATSOFTW.NS,IT - Software,Computers - Software & Consulting,304,8524.91
INE255A01020,EPL Ltd,EPL,500135,EPL.NS,Industrial Products,Packaging,265.61,8507.86
INE271B01025,Mah. Seamless,MAHSEAMLES,500265,MAHSEAMLES.NS,Industrial Products,Iron & Steel Products,634.15,8497.08
INE836A01035,Birlasoft Ltd,BSOFT,532400,BSOFT.NS,IT - Software,Computers - Software & Consulting,303.75,8492.84
INE201P01022,G R Infraproject,GRINFRA,543317,GRINFRA.NS,Construction,Civil Construction,870.35,8421.55
INE716B01029,Tips Music,TIPSMUSIC,532375,TIPSMUSIC.NS,Entertainment,Media & Entertainment,650.95,8321.2
INE804L01022,Medplus Health,MEDPLUS,543427,MEDPLUS.NS,Retailing,Pharmacy Retail,689.55,8284.05
INE600K01018,Galaxy Surfact.,GALAXYSURF,540935,GALAXYSURF.NS,Chemicals & Petrochemicals,Specialty Chemicals,2333,8271.59
INE0JO301016,Yatharth Hospit.,YATHARTH,543950,YATHARTH.NS,Healthcare Services,Hospital,855.15,8239.74
INE0NHL23019,Indus Inf. Trust,INDUSINVIT,544137,INDUSINVIT.NS,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",134.06,8191.14
INE036B01030,Guj. Ambuja Exp,GAEL,524226,GAEL.NS,Agricultural Food & other Products,Other Agricultural Products,177.46,8139.57
